raw,rawFiltered,average,std,stdstd
230870,230870,232233.42000000022,1203.4658630765973,66.88702073385386,50
231669,231669,232257.64000000022,1179.4373872277783,70.23615849783519,51
232273,232273,232255.8800000002,1179.3474914505432,71.66153409721694,52
232852,232852,232297.5600000002,1162.735879893053,66.26755831907143,53
232101,232101,232294.1800000002,1163.0566742814701,53.04179331548946,54
229084,,232294.1800000002,1163.0566742814701,27.20058214396854,55
232995,232995,232317.7800000002,1165.0641920472299,25.586246321068092,56
231373,231373,232281.2200000002,1165.4563791024866,26.09071923113205,57
231197,231197,232257.4600000002,1175.1677703165149,27.71111561490745,58
231399,231399,232279.6400000002,1147.9757969533505,28.522789767763417,59
229895,,232279.6400000002,1147.9757969533505,34.84084423518249,60
232536,232536,232261.38000000018,1136.433612487191,36.611139576396354,61
230258,,232261.38000000018,1136.433612487191,38.01838986128591,62
230953,230953,232230.9200000002,1150.5952692370581,34.661274914442956,63
230174,,232230.9200000002,1150.5952692370581,29.72545325549499,64
228011,,232230.9200000002,1150.5952692370581,55.56116286748349,65
232163,232163,232229.5600000002,1150.6345581420273,66.13163635387085,66
230011,,232229.5600000002,1150.6345581420273,73.84163122227869,67
230392,230392,232204.1400000002,1176.6165222325872,78.14294106329913,68
229025,,232204.1400000002,1176.6165222325872,77.60707612891102,69
228373,,232204.1400000002,1176.6165222325872,86.61484180013886,70
231064,231064,232189.98000000019,1185.9550664298854,87.65959952747694,71
229665,,232189.98000000019,1185.9550664298854,87.02436082295029,72
231163,231163,232142.7000000002,1178.8109814515349,74.48086570647527,73
230904,230904,232149.60000000018,1170.5012430539014,54.89720499314241,74
230148,230148,232101.72000000018,1202.0104665063218,50.62901859742502,75
231776,231776,232076.38000000018,1195.2358577246393,41.89499921882631,76
229945,,232076.38000000018,1195.2358577246393,34.51541612811596,77
230652,230652,232038.50000000017,1209.6777132735676,25.587849368294435,78
229923,229923,231985.16000000018,1242.5372325973924,9.496670500802823,79
230492,230492,231944.22000000018,1257.2503535854746,10.131051299952661,80
231828,231828,231886.8600000002,1194.2414162935488,13.042331814649136,81
229993,229993,231841.7800000002,1222.0149146351853,34.06113483404765,82
232179,232179,231847.8600000002,1222.920995154976,50.28551372228555,83
230771,230771,231820.66000000018,1231.4158941603957,94.66448277907445,84
231960,231960,231852.60000000018,1213.7783158348295,125.39381348678168,85
232938,232938,231839.84000000017,1198.8555769528036,145.94081767435546,86
232315,232315,231826.92000000016,1190.1526429793973,157.69783727396165,87
235676,235676,231885.28000000014,1300.7795976224515,149.7705841156655,88
233586,233586,231909.60000000015,1320.8277707524246,135.06716095882066,89
234948,234948,232003.04000000015,1366.4258042026254,112.17756186473174,90
234729,,232003.04000000015,1366.4258042026254,98.46566940076347,91
232508,232508,232018.68000000017,1367.6401345349536,99.02145414020731,92
236074,236074,232120.26000000015,1472.4384647212776,121.63653366987353,93
234799,234799,232130.88000000015,1489.7044893504049,143.17435555591538,94
237821,237821,232212.12000000014,1675.4561604502599,185.51818284120498,1
237316,237316,232281.84000000014,1808.5722474899108,228.22592450193784,2
236809,236809,232345.82000000015,1908.2619074934887,257.6249025965231,3
238958,238958,232461.16000000015,2118.558966465331,310.09405365796925,1
236346,236346,232543.72000000015,2186.808871755972,334.22763282239447,2
240508,240508,232673.38000000015,2447.4543173654106,379.37383383791325,3
239774,239774,232862.94000000015,2617.1429109604487,424.5304877219118,4
241794,241794,233057.28000000014,2897.3421616354663,471.8037808434924,1
243253,243253,233288.72000000015,3222.1418841494874,536.8524239203592,2
239885,239885,233489.44000000015,3312.9283913767817,563.9197207540166,3
243784,243784,233691.84000000014,3612.9598190943516,602.2096574365509,1
241056,241056,233889.22000000015,3738.1348787316697,623.6455756152063,2
240897,240897,234063.28000000014,3855.9123021134938,619.6884411941867,3
242293,242293,234275.06000000014,4008.2977305073186,610.875182083886,4
239423,239423,234451.62000000014,4036.637976780934,556.78855599549,5
245289,245289,234673.52000000014,4311.943330980825,518.0064591453428,6
242531,242531,234906.74000000014,4414.0602932436195,467.9961618811113,1
243725,243725,235147.86000000013,4557.561233860702,427.94168102749495,2
247206,247206,235446.52000000014,4839.922004494474,437.0587928424849,3
243600,243600,235661.48000000013,4957.175733176075,427.196800344221,4
247984,247984,235979.14000000013,5220.731079110441,439.65705406041263,5
244531,244531,236209.86000000013,5337.357552234027,445.1225368984597,6
244171,244171,236465.82000000012,5405.697071385849,431.4871072927197,7
243996,243996,236721.80000000013,5452.971483511487,407.2058294602862,8
241280,241280,236919.42000000013,5435.507711666815,343.744064463667,1
245584,245584,237180.38000000012,5531.171257119902,287.24446079273264,2
241223,241223,237385.78000000012,5486.612489650541,219.57344598382997,1
240464,240464,237551.8000000001,5451.54236156973,140.8846823122176,2
238941,238941,237722.78000000012,5357.557537870147,112.43415390020529,3
236228,236228,237826.0600000001,5277.3721051664725,113.40951557790315,4
239108,239108,237984.9600000001,5193.298292837527,154.01860187174964,5
